,album_id,album_name,image_url,track_id,music_name,artist_name
20,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,3181980332,Sesquifractal,新目鳥
21,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,3872909120,BrokeN HeartZ,rabasu
22,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,3032521362,Elsewhere,Lem
23,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,14855414,はなしたがりペイシェンス,フトンガメ
24,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,1617997979,代表挨拶ver.8（副代表 Remix）,フトンガメ
25,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,2477772589,Encounter,Lem
26,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,448295639,Λvalonia,TeIXe
27,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,3319127228,セントラル,かしわな
28,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,1865822791,木漏れ日,ひまり
29,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,3829484706,Pseudo insomnia,3k-Telivirulé
30,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,1899464636,キャンプ場のテーマ ゆらめく草原～大はしゃぎ～日の入り,Daiyaki
31,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,1371915872,わたしのイノセンス,フトンガメ
32,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,652157834,Drowning Utopia,oblivious
33,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,669788318,ditch,ふぁ
34,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,2174505190,星に語る,ねこまりもん
35,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,1710774613,This is My WONDERLAND,oblivious
36,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,2854605814,lazuli,衿
37,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,1208202263,flippedlab!,ellivious
38,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,3500949125,Fading Order 2023 Edition,oblivious
39,3996648535,"exp.78「TDL. BEST -2022.09~2023.09-」-10月EP
Tsukuba DTM lab.",https://f4.bcbits.com/img/a0969461885_10.jpg,453558640,Relay Song-making Party 2023 創造と破壊,
